Class_id;Class_name;Vsl;Vsg;ID;Roughness;Ang;Density_L;Density_G;Visc_L;Visc_G;ST;P;T;model
5;IN;0.101827521;0.703090012;0.0508;0;90;872.0115208;1.71E+00;0.255792049;1.91E-05;0.036;152.9;34.3;5
6;CH;0.101574994;1.028666625;0.0508;0;90;871.9463987;1.70E+00;0.252810716;1.91E-05;0.036;151.8;34.5;5
5;IN;0.299694143;0.507581967;0.0508;0;90;874.1839269;2.17E+00;0.269279534;1.91E-05;0.036;193.1;33.3;5
5;IN;0.300721584;0.704510682;0.0508;0;90;874.3004999;2.16E+00;0.266579087;1.90E-05;0.036;191.5;33.5;5
5;IN;0.297828972;1.019104893;0.0508;0;90;873.8697278;2.15E+00;0.260432941;1.91E-05;0.036;191.1;34;5
5;IN;0.502981841;0.492791328;0.0508;0;90;875.4275994;2.64E+00;0.269826457;1.89E-05;0.036;230.6;33.3;5
5;IN;0.503798892;0.693576812;0.0508;0;90;875.1482286;2.62E+00;0.264782859;1.89E-05;0.036;229.8;33.7;5
5;IN;0.501434852;1.022258643;0.0508;0;90;874.9246725;2.67E+00;0.269446491;1.90E-05;0.036;235.3;33.3;5
5;IN;0.101943885;0.492286268;0.0508;0;90;867.5393214;1.71E+00;0.161389039;1.93E-05;0.036;155.1;43.5;5
5;IN;0.103558432;0.6838132;0.0508;0;90;866.9465281;1.69E+00;0.154546341;1.92E-05;0.036;151.8;44.4;5
6;CH;0.10515955;0.986132906;0.0508;0;90;867.1675041;1.66E+00;0.157457684;1.93E-05;0.036;149.5;44;5
5;IN;0.302742631;0.486834882;0.0508;0;90;869.237869;2.04E+00;0.170891614;1.92E-05;0.036;182.3;42.2;5
5;IN;0.304620891;0.68105238;0.0508;0;90;868.9286706;2.00E+00;0.16533108;1.92E-05;0.036;179.5;42.9;5
5;IN;0.305701112;0.992416329;0.0508;0;90;868.5555365;1.97E+00;0.159983662;1.93E-05;0.036;177.7;43.6;5
5;IN;0.497462619;0.516545455;0.0508;0;90;869.6194711;2.33E+00;0.164991995;1.90E-05;0.036;205;43;5
5;IN;0.506530211;0.684415311;0.0508;0;90;869.6871567;2.32E+00;0.169246317;1.91E-05;0.036;205.8;42.4;5
5;IN;0.505241476;0.976219132;0.0508;0;90;869.526553;2.32E+00;0.166700007;1.91E-05;0.036;206.6;42.8;5
7;BL;0.0131;0.0042;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.0131;0.0232;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.0131;2.93;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
4;AN;0.0131;17.61;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
8;MS;0.0131;46.95;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
7;BL;0.1053;0.0115;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.1053;0.1053;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.1053;0.141;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
4;AN;0.1053;2.35;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
8;MS;0.1053;23.47;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
7;BL;0.013142766;0.008049283;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.013142766;0.009811963;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.013142766;0.011722256;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.013142766;0.014327202;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.013142766;0.016584822;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.013142766;0.018929273;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.013142766;0.02162105;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.013142766;0.023444513;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.013142766;0.027959752;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.013142766;0.030912024;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.013142766;0.034558948;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.013142766;0.039942503;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.013142766;0.044110416;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.013142766;0.04775734;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.013142766;0.052793569;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.013142766;0.062345037;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.013142766;0.145008652;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.013142766;0.242259963;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.013142766;0.320408338;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.013142766;0.428079433;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.013142766;0.604347434;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.013142766;2.170788198;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.013142766;1.858194698;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.013142766;2.448649088;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.013142766;3.030420325;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.013142766;3.655607326;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.013142766;4.367625855;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.013142766;6.034791192;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
4;AN;0.013142766;12.4169085;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
4;AN;0.013142766;18.58194698;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
4;AN;0.013142766;24.48649088;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
4;AN;0.013142766;30.91202395;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
4;AN;0.013142766;36.55607326;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
4;AN;0.013142766;42.20012258;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
8;MS;0.013142766;48.7993187;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
8;MS;0.013142766;55.13802024;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
8;MS;0.013142766;60.17424886;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
7;BL;0.064573924;0.007953768;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.064573924;0.009811963;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.064573924;0.011982751;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.064573924;0.014153539;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.064573924;0.016584822;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.064573924;0.018495115;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.064573924;0.021360556;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.064573924;0.02387867;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.064573924;0.027351931;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.064573924;0.03125935;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.064573924;0.034732611;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.064573924;0.039074188;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.064573924;0.043589427;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.064573924;0.04714952;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.064573924;0.052706737;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.064573924;0.061563553;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.064573924;0.148481913;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.064573924;0.239655017;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.064573924;0.323881599;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.064573924;0.432421009;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.064573924;0.624318686;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.064573924;1.18090878;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.064573924;1.797412628;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.064573924;2.396550171;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.064573924;3.099885547;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.064573924;3.655607326;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.064573924;4.272111175;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.064573924;6.104256414;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
4;AN;0.064573924;12.15641391;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
4;AN;0.064573924;18.58194698;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
4;AN;0.064573924;23.70500713;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
4;AN;0.064573924;30.21737172;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
4;AN;0.064573924;36.12191562;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
4;AN;0.064573924;42.63428022;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
8;MS;0.064573924;47.58367731;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
7;BL;0.019153451;0.00848344;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.019153451;0.01024612;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.019153451;0.012416908;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.019153451;0.015021854;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.019153451;0.017539969;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.019153451;0.019450262;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.019153451;0.022402534;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.019153451;0.025702132;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.019153451;0.028480741;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.019153451;0.031606676;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.019153451;0.035687758;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.019153451;0.042460617;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.019153451;0.044631405;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.019153451;0.049580802;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.019153451;0.055919504;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.019153451;0.065384141;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.019153451;0.151955174;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.019153451;0.250943116;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.019153451;0.342984535;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.019153451;0.443709108;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.019153451;0.626923632;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.019153451;1.250374002;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.019153451;1.832145239;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.019153451;2.509431157;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.019153451;3.091202395;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.019153451;3.803220924;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.019153451;4.44577423;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.019153451;6.512364595;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.019153451;12.33007697;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
4;AN;0.019153451;18.40828392;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
4;AN;0.019153451;24.74698546;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
4;AN;0.019153451;30.99885547;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
4;AN;0.019153451;36.90339937;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
4;AN;0.019153451;43.15526939;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
8;MS;0.019153451;50.44911773;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
8;MS;0.019153451;56.00633552;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
8;MS;0.019153451;62.25820553;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
7;BL;0.091497253;0.00850949;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.091497253;0.010332952;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.091497253;0.012243245;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.091497253;0.015108686;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.091497253;0.0176268;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.091497253;0.019537094;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.091497253;0.022836692;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.091497253;0.024920649;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.091497253;0.028133415;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.091497253;0.031693508;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.091497253;0.035166769;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.091497253;0.04263428;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.091497253;0.044110416;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.091497253;0.047236351;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.091497253;0.049754466;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.091497253;0.05513802;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.091497253;0.066686613;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.091497253;0.150218543;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.091497253;0.251811431;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.091497253;0.320408338;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.091497253;0.436762586;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.091497253;0.626923632;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.091497253;1.233007697;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.091497253;1.840828392;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.091497253;2.509431157;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.091497253;3.047786631;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.091497253;3.620874715;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.091497253;4.454457383;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.091497253;6.408166762;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
4;AN;0.091497253;12.85106613;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
4;AN;0.091497253;18.40828392;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
4;AN;0.091497253;25.35480616;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
4;AN;0.091497253;31.78033923;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
4;AN;0.091497253;37.16389396;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
4;AN;0.091497253;45.84704675;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
8;MS;0.091497253;50.9701069;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
7;BL;0.025119281;0.008101382;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.025119281;0.0096383;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.025119281;0.012069582;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.025119281;0.014327202;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.025119281;0.016758485;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.025119281;0.019276599;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.025119281;0.02214204;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.025119281;0.024139165;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.025119281;0.027178268;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
7;BL;0.025119281;0.030738361;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.025119281;0.03412479;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.025119281;0.039161019;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.025119281;0.042721112;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.025119281;0.048191498;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.025119281;0.054356536;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.025119281;0.063560678;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.025119281;0.148481913;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.025119281;0.249206485;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.025119281;0.323881599;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.025119281;0.43415764;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.025119281;0.624318686;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
5;IN;0.025119281;1.206958238;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.025119281;1.762680017;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.025119281;2.492064852;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.025119281;3.073836089;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.025119281;3.777171465;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.025119281;4.341576397;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
6;CH;0.025119281;6.243186859;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
4;AN;0.025119281;12.50374002;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;5
4;AN;0.025119281;18.23462087;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
4;AN;0.025119281;24.92064852;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
4;AN;0.025119281;30.13054019;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
4;AN;0.025119281;37.16389396;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
4;AN;0.025119281;43.41576397;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
8;MS;0.025119281;48.97298176;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
8;MS;0.025119281;54.35653649;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
8;MS;0.025119281;63.47384692;0.019;0;90;995;1.15E+00;0.000848;1.89E-05;0.072;100;31;4
7;BL;0.105169257;0.008240312;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.105169257;0.009811963;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.105169257;0.012069582;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.105169257;0.014587697;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.105169257;0.01649799;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.105169257;0.018581947;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.105169257;0.020665904;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.105169257;0.022923523;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.105169257;0.028133415;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.105169257;0.030738361;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.105169257;0.03464578;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.105169257;0.038466367;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.105169257;0.041939628;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.105169257;0.044978731;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.105169257;0.049841297;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.105169257;0.051664759;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
7;BL;0.105169257;0.060347912;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.105169257;0.145876967;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.105169257;0.249206485;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.105169257;0.335169698;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.105169257;0.43415764;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.105169257;0.613898903;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.105169257;1.206958238;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
5;IN;0.105169257;1.823462087;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.105169257;2.492064852;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.105169257;3.073836089;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.105169257;3.586142104;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.105169257;4.341576397;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
6;CH;0.105169257;6.138989025;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;5
4;AN;0.105169257;12.67740308;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
4;AN;0.105169257;18.92927309;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
4;AN;0.105169257;24.48649088;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
4;AN;0.105169257;30.13054019;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
4;AN;0.105169257;36.46924173;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
4;AN;0.105169257;45.6733837;0.019;0;90;1121;1.15E+00;0.00448;1.89E-05;0.063;100;31;4
